settlingTime,unsettled,overshoot,overshootTime,crossCount,riseTime,Kp,Kd,J
9.8,0,-1.2239987263684569,10.700000000000001,2,9.600000000000001,0.1176,0.36,11000.0
9.8,0,-1.2083726046830705,10.700000000000001,2,9.600000000000001,0.1384,0.42,11000.0
9.8,0,-1.2083726046830705,10.700000000000001,2,9.600000000000001,0.15139999999999998,0.45999999999999996,11000.0
9.8,0,-1.2083726046830705,10.700000000000001,2,9.600000000000001,0.1644,0.49999999999999994,11000.0
9.8,0,-1.2083726046830705,10.700000000000001,2,9.600000000000001,0.1774,0.54,11000.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.0786,0.24,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.0838,0.26,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.0916,0.28,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.0968,0.3,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.1046,0.32,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.10980000000000001,0.33999999999999997,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.115,0.36,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.1228,0.38,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.128,0.39999999999999997,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.1358,0.42,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.14100000000000001,0.43999999999999995,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.1488,0.45999999999999996,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.154,0.48,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.1618,0.49999999999999994,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.16699999999999998,0.52,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.1748,0.54,11200.0
9.9,0,-1.2048678888193294,10.8,2,9.700000000000001,0.18,0.5599999999999999,11200.0
10.0,0,-1.2014861454420753,10.9,2,9.8,0.063,0.2,11400.0
10.0,0,-1.2014861454420753,10.9,2,9.8,0.0708,0.22,11400.0
10.0,0,-1.2014861454420753,10.9,2,9.8,0.076,0.24,11400.0
10.0,0,-1.2014861454420753,10.9,2,9.8,0.0838,0.26,11400.0
10.0,0,-1.2014861454420753,10.9,2,9.8,0.0968,0.3,11400.0
10.0,0,-1.2014861454420753,10.9,2,9.8,0.10980000000000001,0.33999999999999997,11400.0
10.0,0,-1.1864083087281188,10.9,2,9.8,0.1358,0.42,11400.0
10.0,0,-1.1864083087281188,10.9,2,9.8,0.1488,0.45999999999999996,11400.0
10.0,0,-1.1864083087281188,10.9,2,9.8,0.1618,0.49999999999999994,11400.0
10.0,0,-1.1864083087281188,10.9,2,9.8,0.16699999999999998,0.52,11400.0
10.0,0,-1.1864083087281188,10.9,2,9.8,0.1748,0.54,11400.0
10.0,0,-1.1864083087281188,10.9,2,9.8,0.18,0.5599999999999999,11400.0
10.100000000000001,0,-1.168585265881319,11.0,2,9.9,0.18,0.5599999999999999,11600.0
